RG;CLUSTER;LTPOD
LTLKEBOMAS-LTLKARANG PILANG;KOTA SURABAYA;2
LTLKEBOMAS-LTLKEBOMAS;KOTA SURABAYA;2
LTLKEBOMAS-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKEBOMAS-LTLKEDUNGKANDANG;JAWA TIMUR;3
LTLKEBOMAS-LTLKEDUNGKANDANG;JAWA TIMUR;3
LTLKEBOMAS-LTLKEMLAGI;KOTA SURABAYA;2
LTLKEBOMAS-LTLKENJERAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLKOTA KEDIRI;JAWA TIMUR;3
LTLKEBOMAS-LTLKREMBANGAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLKREMBANGAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLKRIAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLLAKARSANTRI;KOTA SURABAYA;2
LTLKEBOMAS-LTLLAMONGAN;JAWA TIMUR;3
LTLKEBOMAS-LTLLAWANG;JAWA TIMUR;3
LTLKEBOMAS-LTLLAWANG;JAWA TIMUR;3
LTLKEBOMAS-LTLLECES;JAWA TIMUR;3
LTLKEBOMAS-LTLLUMAJANG;JAWA TIMUR;3
LTLKEBOMAS-LTLMAGERSARI;KOTA SURABAYA;2
LTLKEBOMAS-LTLMAGERSARI;KOTA SURABAYA;2
LTLKEBOMAS-LTLMANYAR;KOTA SURABAYA;2
LTLKEBOMAS-LTLMANYAR;KOTA SURABAYA;2
LTLKEBOMAS-LTLMANYAR(DKJ);KOTA SURABAYA;2
LTLKEBOMAS-LTLMOJOSARI;KOTA SURABAYA;2
LTLKEBOMAS-LTLMULYOREJO;KOTA SURABAYA;2
LTLKEBOMAS-LTLNGANJUK;JAWA TIMUR;3
LTLKEBOMAS-LTLNGORO;KOTA SURABAYA;2
LTLKEBOMAS-LTLPABEAN CANTIAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLPAGAK;JAWA TIMUR;3
LTLKEBOMAS-LTLPAKAL;KOTA SURABAYA;2
LTLKEBOMAS-LTLPAKIS;JAWA TIMUR;3
LTLKEBOMAS-LTLPAKISAJI;JAWA TIMUR;3
LTLKEBOMAS-LTLPANCENG;KOTA SURABAYA;2
LTLKEBOMAS-LTLPANDAAN;JAWA TIMUR;3
LTLKEBOMAS-LTLPANDAAN;JAWA TIMUR;3
LTLKEBOMAS-LTLPANGGUNGREJO;JAWA TIMUR;3
LTLKEBOMAS-LTLPANGGUNGREJO;JAWA TIMUR;3
LTLKEBOMAS-LTLPANGGUNGREJO;JAWA TIMUR;3
LTLKEBOMAS-LTLPUNGGING;JAWA TIMUR;3
LTLKEBOMAS-LTLPURWODADI;JAWA TIMUR;3
LTLKEBOMAS-LTLPURWODADI;JAWA TIMUR;3
LTLKEBOMAS-LTLPURWOSARI;JAWA TIMUR;3
LTLKEBOMAS-LTLPURWOSARI;JAWA TIMUR;3
LTLKEBOMAS-LTLREMBANG;JAWA TIMUR;3
LTLKEBOMAS-LTLREMBANG;JAWA TIMUR;3
LTLKEBOMAS-LTLRUNGKUT;KOTA SURABAYA;2
LTLKEBOMAS-LTLSAMBIKEREP;KOTA SURABAYA;2
LTLKEBOMAS-LTLSAWAHAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLSEDATI;KOTA SURABAYA;2
LTLKEBOMAS-LTLSEDAYU;KOTA SURABAYA;2
LTLKEBOMAS-LTLSEMAMPIR;KOTA SURABAYA;2
LTLKEBOMAS-LTLSIDOARJO;KOTA SURABAYA;2
LTLKEBOMAS-LTLSIMOKERTO;KOTA SURABAYA;2
LTLKEBOMAS-LTLSUKODONO;KOTA SURABAYA;2
LTLKEBOMAS-LTLSUKOHARJO;JAWA TIMUR;3
LTLKEBOMAS-LTLSUKOLILO;KOTA SURABAYA;2
LTLKEBOMAS-LTLSUKOMANUNGGAL;KOTA SURABAYA;2
LTLKEBOMAS-LTLTAMAN;KOTA SURABAYA;2
LTLKEBOMAS-LTLTAMBAKSARI;KOTA SURABAYA;2
LTLKEBOMAS-LTLTANDES;KOTA SURABAYA;2
LTLKEBOMAS-LTLTANGGULANGIN;KOTA SURABAYA;2
LTLKEBOMAS-LTLTEGALSARI;KOTA SURABAYA;2
LTLKEBOMAS-LTLTENGGILIS MEJOYO;KOTA SURABAYA;2
LTLKEBOMAS-LTLTONGAS;JAWA TIMUR;3
LTLKEBOMAS-LTLTROWULAN;JAWA TIMUR;3
LTLKEBOMAS-LTLTUBAN;JAWA TIMUR;3
LTLKEBOMAS-LTLTULUNGAGUNG;JAWA TIMUR;3
LTLKEBOMAS-LTLWAGIR;JAWA TIMUR;3
LTLKEBOMAS-LTLWARU;KOTA SURABAYA;2
LTLKEBOMAS-LTLWIYUNG;KOTA SURABAYA;2
LTLKEBOMAS-LTLWONOAYU;KOTA SURABAYA;2
LTLKEBOMAS-LTLWONOCOLO;KOTA SURABAYA;2
LTLKEBOMAS-LTLWONOKROMO;KOTA SURABAYA;2
LTLKEBOMAS-LTLWRINGINANOM;KOTA SURABAYA;2
LTLKEDUNGKANDANG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKEDUNGKANDANG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKEMLAGI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKEMLAGI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKENJERAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKENJERAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKOTA KEDIRI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKOTA KEDIRI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKREMBANGAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKREMBANGAN-LTLJETIS;KOTA SURABAYA;2
LTLKREMBANGAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKRIAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLKRIAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLKUTOREJO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLAKARSANTRI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLAKARSANTRI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLLAMONGAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLAMONGAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLLAWANG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLAWANG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLLECES-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLECES-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLLUMAJANG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLLUMAJANG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLMAGERSARI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLMAGERSARI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLMANYAR(DKJ)-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLMANYAR-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLMANYAR-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLMOJOSARI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLMOJOSARI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLMULYOREJO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLMULYOREJO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLNGALIYAN-LTLNGAJUM;JAWA TENGAH;5
LTLNGANJUK-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLNGANJUK-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLNGORO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLNGORO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLASEMROWO;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLASEMROWO;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLASEMROWO;JAWA TIMUR;3
LTLPABEAN CANTIAN-LTLASEMROWO;JAWA TIMUR;3
LTLPABEAN CANTIAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLDRIYOREJO;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLDRIYOREJO;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLJETIS;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLJETIS;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLJOMBANG;BANTEN;5
LTLPABEAN CANTIAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLMANYAR;JAWA TIMUR;3
LTLPABEAN CANTIAN-LTLNGORO;JAWA TIMUR;3
LTLPABEAN CANTIAN-LTLSIDOARJO;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLWRINGINANOM;KOTA SURABAYA;2
LTLPABEAN CANTIAN-LTLWRINGINANOM;KOTA SURABAYA;2
LTLPAGAK-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPAGAK-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPAKAL-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPAKAL-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPAKISAJI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPAKISAJI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPAKIS-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPAKIS-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPANCENG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPANCENG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPANDAAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPANDAAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPANGGUNGREJO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPANGGUNGREJO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPLOSO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPLOSO-LTLKUTOREJO;JAWA TENGAH;5
LTLPLUMPANG-LTLPABEAN CANTIAN;KOTA SURABAYA;2
LTLPUNGGING-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPUNGGING-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPURI-LTLASEMROWO(BL);JAWA TIMUR;3
LTLPURWODADI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPURWODADI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLPURWOSARI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLPURWOSARI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLREMBANG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLREMBANG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLRUNGKUT-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLRUNGKUT-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSAMBIKEREP-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSAMBIKEREP-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSAWAHAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSAWAHAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSEDATI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSEDATI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSEDAYU-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSEDAYU-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSEMAMPIR-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSEMAMPIR-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSIDOARJO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSIDOARJO-LTLBEJI;JAWA TIMUR;3
LTLSIDOARJO-LTLDUDUK SAMPEYAN;KOTA SURABAYA;2
LTLSIDOARJO-LTLGEDANGAN;KOTA SURABAYA;2
LTLSIDOARJO-LTLKALIWATES;JAWA TIMUR;3
LTLSIDOARJO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSIDOARJO-LTLKEDUNGKANDANG;JAWA TIMUR;3
LTLSIDOARJO-LTLSIDOARJO;KOTA SURABAYA;2
LTLSIDOARJO-LTLSUKUN;JAWA TIMUR;3
LTLSIDOARJO-LTLSUMBER SARI;JAWA TIMUR;3
LTLSIDOARJO-LTLSUMOBITO;JAWA TIMUR;3
LTLSIDOARJO-LTLTENGGILIS MEJOYO;KOTA SURABAYA;2
LTLSIMOKERTO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSIMOKERTO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSUKODONO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSUKODONO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSUKOLILO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSUKOLILO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLSUKOMANUNGGAL-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLSUKOMANUNGGAL-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTAMAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTAMAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTAMBAKSARI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTAMBAKSARI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTANDES-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTANDES-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTANGGULANGIN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTANGGULANGIN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTEGALSARI-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTEGALSARI-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTENGGILIS MEJOYO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTENGGILIS MEJOYO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTROWULAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTUBAN-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTUBAN-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLTULUNGAGUNG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLTULUNGAGUNG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWAGIR-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWAGIR-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWARU-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWARU-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWIYUNG-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWIYUNG-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWONOAYU-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWONOAYU-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWONOCOLO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWONOCOLO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWONOKROMO-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWONOKROMO-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTLWRINGINANOM-LTLASEMROWO(BL);KOTA SURABAYA;2
LTLWRINGINANOM-LTLKEBOMAS(BL);KOTA SURABAYA;2
LTTKENJERAN-LTTKEBON JERUK;JABODETABEK;6
MALGAMPENGREJO-MALNGORO;JAWA TIMUR;3
MALNGORO(1P)-MALSEMARANG UTARA;JAWA TENGAH;5
MALNGORO(PP)-MALSEMARANG UTARA;JAWA TENGAH;5
MALNGORO-MALCENGKARENG;JABODETABEK;6
MALNGORO-MALCENGKARENG;JABODETABEK;6
MALNGORO-MALCIKUPA;JABODETABEK;6
MALNGORO-MALCITEUREUP;JABODETABEK;6
MALNGORO-MALCITEUREUP;JABODETABEK;6
MALNGORO-MALDAYEUHKOLOT;JAWA BARAT;6
MALNGORO-MALGAMPENGREJO;JAWA TIMUR;3
MALNGORO-MALGUNUNG PUTRI;;6
MALNGORO-MALKOSAMBI;JAWA BARAT;6
MALNGORO-MALKOSAMBI;JAWA BARAT;6
MALNGORO-MALPADEMANGAN;JABODETABEK;6
MALNGORO-MALPENJARINGAN;JABODETABEK;6
MALNGORO-MALPENJARINGAN;JABODETABEK;6
MALNGORO-MALPENJARINGAN;JABODETABEK;6
MALNGORO-MALPENJARINGAN;JABODETABEK;6
MALNGORO-MALSAWAH BESAR;JABODETABEK;6
MALNGORO-MALSEMARANG UTARA;JAWA TENGAH;5
MALNGORO-MALSEMARANG UTARA;JAWA TENGAH;5
MAPASEMROWO-MAPWONOAYU;KOTA SURABAYA;2
MBIKRATON PASURUAN-MBITULANGAN(1P);JAWA TIMUR;3
MBITULANGAN-MBIBANTAR GEBANG;JABODETABEK;6
MBITULANGAN-MBICAKUNG;JABODETABEK;6
MBITULANGAN-MBICAKUNG;JABODETABEK;6
MBITULANGAN-MBICAKUNG;JABODETABEK;6
MBITULANGAN-MBICIKANDE;BANTEN;5
MBITULANGAN-MBICIKANDE;BANTEN;5
MBITULANGAN-MBIGRINGSING;JAWA TENGAH;5
MBITULANGAN-MBIKRATON PASURUAN(1P);KOTA SURABAYA;2
MBITULANGAN-MBIMEDAN SATRIA;JABODETABEK;6
MBITULANGAN-MBIMOJOAGUNG;JAWA TIMUR;3
MBITULANGAN-MBIMOJOAGUNG;JAWA TIMUR;3
MBITULANGAN-MBITANJUNG BINTANG;LAMPUNG;5
MMKKEBOMAS-MMKASEMROWO;KOTA SURABAYA;2
MTARUNGKUT-MTABUAH BATU;JAWA BARAT;6
MTATENGGILIS MEJOYO-MTABUAH BATU;JABODETABEK;6
MTATENGGILIS MEJOYO-MTAJATIUWUNG;JABODETABEK;6
MTATENGGILIS MEJOYO-MTAKESAMBI;JABODETABEK;6
MTAWARU-MTAJATIUWUNG;JABODETABEK;6
MUTASEMROWO-MUTCANDI;JAWA TIMUR;3
NLISIDOARJO-NLITANJUNG PRIOK;JABODETABEK;6
NLSBUDURAN-NLSASEMROWO;KOTA SURABAYA;2
NLSBUDURAN-NLSASEMROWO;KOTA SURABAYA;2
NLSBUDURAN-NLSASEMROWO(TANJUNG PERAK);JAWA TIMUR;3
NLSBUDURAN-NLSBEJI;JAWA TIMUR;3
NLSBUDURAN-NLSBEJI;JAWA TIMUR;3
NLSBUDURAN-NLSBEJI(MUI_PASURUAN);JAWA TIMUR;3
NLSBUDURAN-NLSDENPASAR UTARA;BALI;5
NLSBUDURAN-NLSDUDUK SAMPEYAN;KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN;KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN;KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN;KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN(IDM_GRESIK);KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN(IDM_GRESIK);KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN(IDM_GRESIK);KOTA SURABAYA;2
NLSBUDURAN-NLSDUDUK SAMPEYAN(IDM_GRESIK);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN;KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN;KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN;KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN;KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN (SAT_SIDOARJO OPT);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN (SAT_SIDOARJO OPT);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(ALFARIA);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(IDM_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(IDM_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(IDM_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(IDM_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(IDM_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(INDOMARCO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSGEDANGAN(SAT_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSGUNUNG ANYAR;KOTA SURABAYA;2
NLSBUDURAN-NLSKALIWATES;JAWA TIMUR;3
NLSBUDURAN-NLSKALIWATES;JAWA TIMUR;3
NLSBUDURAN-NLSKALIWATES(IDM_JEMBER);KOTA SURABAYA;2
NLSBUDURAN-NLSKALIWATES(SAT_JEMBER);KOTA SURABAYA;2
NLSBUDURAN-NLSKEDUNGKANDANG;JAWA TIMUR;3
NLSBUDURAN-NLSKEDUNGKANDANG;JAWA TIMUR;3
NLSBUDURAN-NLSKEDUNGKANDANG(IDM_MALANG);KOTA SURABAYA;2
NLSBUDURAN-NLSKEDUNGKANDANG(IDM_MALANG);KOTA SURABAYA;2
NLSBUDURAN-NLSKOTA KEDIRI;JAWA TIMUR;3
NLSBUDURAN-NLSMADIUN;JAWA TIMUR;3
NLSBUDURAN-NLSNGALIYAN(SEMARANG);JAWA TENGAH;5
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSPABEAN CANTIAN (TANJUNG PERAK);KOTA SURABAYA;2
NLSBUDURAN-NLSRAWALUMBU;JABODETABEK;6
NLSBUDURAN-NLSRAWALUMBU;JABODETABEK;6
NLSBUDURAN-NLSRAWALUMBU;JABODETABEK;6
NLSBUDURAN-NLSRAWALUMBU;JABODETABEK;6
NLSBUDURAN-NLSRAWALUMBU;JABODETABEK;6
NLSBUDURAN-NLSSUKODONO;KOTA SURABAYA;2
NLSBUDURAN-NLSSUKODONO(IDM_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSSUKODONO(SAT_SIDOARJO);KOTA SURABAYA;2
NLSBUDURAN-NLSSUKODONO(SAT_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSSUKUN;JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN;JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(ALFARIA);JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(IDG_MALANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(IDG_MALANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(INDOGROSIR);JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(SAT_MALANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUKUN(SAT_MALANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUMBER SARI;JAWA TIMUR;3
NLSBUDURAN-NLSSUMBER SARI;JAWA TIMUR;3
NLSBUDURAN-NLSSUMBER SARI(IDM_JEMBER);JAWA TIMUR;3
NLSBUDURAN-NLSSUMBER SARI(IDM_JEMBER);JAWA TIMUR;3
NLSBUDURAN-NLSSUMBER SARI(SAT_JEMBER);JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO;JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO;JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO;JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO(IDM_JOMBANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO(IDM_JOMBANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO(IDM_JOMBANG);JAWA TIMUR;3
NLSBUDURAN-NLSSUMOBITO(IDM_JOMBANG);JAWA TIMUR;3
NLSBUDURAN-NLSTAMAN;KOTA SURABAYA;2
NLSBUDURAN-NLSTAMAN (SEPANJANG);KOTA SURABAYA;2
NLSBUDURAN-NLSTANDES;KOTA SURABAYA;2
NLSBUDURAN-NLSTENGGILIS MEJOYO;KOTA SURABAYA;2
NLSBUDURAN-NLSTENGGILIS MEJOYO;KOTA SURABAYA;2
NLSBUDURAN-NLSTENGGILIS MEJOYO(IDG_SURABAYA);KOTA SURABAYA;2
NLSBUDURAN-NLSWARU;KOTA SURABAYA;2
NLSBUDURAN-NLSWARU(CIRCLEK);KOTA SURABAYA;2
NLSBUDURAN-NLSWARU(SAT_BERBEK);KOTA SURABAYA;2
OKAASEMROWO-OKANGAJUNG (NGAJUM);JAWA TIMUR;3
OMIPACIRAN-OMIASEMROWO;JAWA TIMUR;3
OMIPACIRAN-OMIBEJI;JABODETABEK;6
OMIPACIRAN-OMIDRIYOREJO;KOTA SURABAYA;2
OMIPACIRAN-OMIDRIYOREJO (ROYAL ORIENTAL);JAWA TIMUR;3
OMIPACIRAN-OMIGEDANGAN;JAWA TIMUR;3
OMIPACIRAN-OMIGEMPOL;JAWA TIMUR;3
OMIPACIRAN-OMIGEMPOL (MATAHARI PUTRA MAKMUR);JAWA TIMUR;3
OMIPACIRAN-OMIGEMPOL (MITRA MURNI MAPAN);JAWA TIMUR;3
OMIPACIRAN-OMIGRESIK;KOTA SURABAYA;2
OMIPACIRAN-OMIJAMBANGAN;KOTA SURABAYA;2
OMIPACIRAN-OMIJETIS;KOTA SURABAYA;2
OMIPACIRAN-OMIJETIS (KASMAJI);KOTA SURABAYA;2
OMIPACIRAN-OMIKEBOMAS;KOTA SURABAYA;2
OMIPACIRAN-OMIKEDIRI;BALI;5
OMIPACIRAN-OMIKUTOREJO;JAWA TIMUR;3
OMIPACIRAN-OMILAMONGAN;JAWA TIMUR;3
OMIPACIRAN-OMIMANYAR;KOTA SURABAYA;2
OMIPACIRAN-OMIMANYAR(PACINESIA);KOTA SURABAYA;2
OMIPACIRAN-OMIMENGANTI;JAWA TIMUR;3
OMIPACIRAN-OMINGORO;KOTA SURABAYA;2
OMIPACIRAN-OMINGORO (MULTI ANUGERAH TEXINDO);JAWA TIMUR;3
OMIPACIRAN-OMIPANCENG;KOTA SURABAYA;2
OMIPACIRAN-OMIPURI;JAWA TIMUR;3
OMIPACIRAN-OMIPURWOSARI;JAWA TIMUR;3
OMIPACIRAN-OMIPURWOSARI (MUNI MAPAN MAKMUR);JAWA TIMUR;3
OMIPACIRAN-OMIRANGKAH KIDUL;KOTA SURABAYA;2
OMIPACIRAN-OMISEDATI;JAWA TIMUR;3
OMIPACIRAN-OMISIDOARJO;KOTA SURABAYA;2
OMIPACIRAN-OMISIDOARJO (SUMBER INTI);JAWA TIMUR;3
